,RegionName,StateName,Year-Month,ZORI,AffectedCity,AffectedTime,Year,Month,TimeTrend,ZORI-Lag1
21705,"Riverside, CA",CA,2018-09-30,1513.7526202636716,0,1,2018,9,44,1509.5440855417123
21706,"Detroit, MI",MI,2018-09-30,988.6743161481784,0,1,2018,9,44,986.3015013831356
21707,"Seattle, WA",WA,2018-09-30,1711.0565258568995,0,1,2018,9,44,1720.7002631941602
21708,"Minneapolis, MN",MN,2018-09-30,1333.0487297942193,0,1,2018,9,44,1336.0413523851128
21709,"San Diego, CA",CA,2018-09-30,1948.3316975202724,0,1,2018,9,44,1943.6684996171557
21710,"Tampa, FL",FL,2018-09-30,1191.1631147616129,1,1,2018,9,44,1195.0387270722683
21711,"Denver, CO",CO,2018-09-30,1500.270846990688,1,1,2018,9,44,1505.9783720382893
21722,"Las Vegas, NV",NV,2018-09-30,1085.2280041635183,0,1,2018,9,44,1081.2017015834929
22186,"New York, NY",NY,2018-10-31,2443.20169864259,0,1,2018,10,45,2453.41455324531
22187,"Los Angeles, CA",CA,2018-10-31,2148.218235198156,0,1,2018,10,45,2145.5900087045197
22188,"Chicago, IL",IL,2018-10-31,1506.8757627453465,0,1,2018,10,45,1520.094824586914
22189,"Dallas, TX",TX,2018-10-31,1239.0854334926253,1,1,2018,10,45,1238.1736389814553
22190,"Houston, TX",TX,2018-10-31,1253.216714200491,0,1,2018,10,45,1251.288924269102
22191,"Washington, DC",VA,2018-10-31,1883.7839974845424,1,1,2018,10,45,1889.389489151985
22192,"Philadelphia, PA",PA,2018-10-31,1386.9121561945926,0,1,2018,10,45,1388.0147752182786
22193,"Miami, FL",FL,2018-10-31,1587.4350693132797,0,1,2018,10,45,1578.3230216074696
22194,"Atlanta, GA",GA,2018-10-31,1312.0487679809933,1,1,2018,10,45,1302.8933090858568
22195,"Boston, MA",MA,2018-10-31,2321.7446928534014,0,1,2018,10,45,2339.60974871716
22196,"Phoenix, AZ",AZ,2018-10-31,1087.1955274257712,1,1,2018,10,45,1082.4338069757123
22197,"San Francisco, CA",CA,2018-10-31,2703.7024442321867,0,1,2018,10,45,2709.6815354567434
22198,"Riverside, CA",CA,2018-10-31,1517.814124509688,0,1,2018,10,45,1513.7526202636716
22199,"Detroit, MI",MI,2018-10-31,982.6883173866428,0,1,2018,10,45,988.6743161481784
22200,"Seattle, WA",WA,2018-10-31,1696.5810564971823,0,1,2018,10,45,1711.0565258568995
22201,"Minneapolis, MN",MN,2018-10-31,1329.6633776480269,0,1,2018,10,45,1333.0487297942193
22202,"San Diego, CA",CA,2018-10-31,1945.9544712614224,0,1,2018,10,45,1948.3316975202724
22203,"Tampa, FL",FL,2018-10-31,1189.6117480311552,1,1,2018,10,45,1191.1631147616129
22204,"Denver, CO",CO,2018-10-31,1492.7027204084204,1,1,2018,10,45,1500.270846990688
22215,"Las Vegas, NV",NV,2018-10-31,1083.7000914862615,0,1,2018,10,45,1085.2280041635183
22679,"New York, NY",NY,2018-11-30,2431.0208337992635,0,1,2018,11,46,2443.20169864259
22680,"Los Angeles, CA",CA,2018-11-30,2146.781778608836,0,1,2018,11,46,2148.218235198156
22681,"Chicago, IL",IL,2018-11-30,1498.4585825659328,0,1,2018,11,46,1506.8757627453465
22682,"Dallas, TX",TX,2018-11-30,1239.9443322225345,1,1,2018,11,46,1239.0854334926253
22683,"Houston, TX",TX,2018-11-30,1256.253432134373,0,1,2018,11,46,1253.216714200491
22684,"Washington, DC",VA,2018-11-30,1880.8209658763085,1,1,2018,11,46,1883.7839974845424
22685,"Philadelphia, PA",PA,2018-11-30,1389.056926686611,0,1,2018,11,46,1386.9121561945926
22686,"Miami, FL",FL,2018-11-30,1599.7438689931475,0,1,2018,11,46,1587.4350693132797
22687,"Atlanta, GA",GA,2018-11-30,1313.7669975182196,1,1,2018,11,46,1312.0487679809933
22688,"Boston, MA",MA,2018-11-30,2317.1878563015757,0,1,2018,11,46,2321.7446928534014
22689,"Phoenix, AZ",AZ,2018-11-30,1090.0825677639646,1,1,2018,11,46,1087.1955274257712
22690,"San Francisco, CA",CA,2018-11-30,2690.735514003401,0,1,2018,11,46,2703.7024442321867
22691,"Riverside, CA",CA,2018-11-30,1517.969921439081,0,1,2018,11,46,1517.814124509688
22692,"Detroit, MI",MI,2018-11-30,975.6656862408764,0,1,2018,11,46,982.6883173866428
22693,"Seattle, WA",WA,2018-11-30,1690.071734290787,0,1,2018,11,46,1696.5810564971823
22694,"Minneapolis, MN",MN,2018-11-30,1334.6509900496533,0,1,2018,11,46,1329.6633776480269
22695,"San Diego, CA",CA,2018-11-30,1936.3343109823425,0,1,2018,11,46,1945.9544712614224
22696,"Tampa, FL",FL,2018-11-30,1190.6302510518406,1,1,2018,11,46,1189.6117480311552
22697,"Denver, CO",CO,2018-11-30,1488.209052616141,1,1,2018,11,46,1492.7027204084204
22708,"Las Vegas, NV",NV,2018-11-30,1087.8252509633076,0,1,2018,11,46,1083.7000914862615
23172,"New York, NY",NY,2018-12-31,2419.536277177236,0,1,2018,12,47,2431.0208337992635
23173,"Los Angeles, CA",CA,2018-12-31,2149.580123154706,0,1,2018,12,47,2146.781778608836
23174,"Chicago, IL",IL,2018-12-31,1502.5886769783572,0,1,2018,12,47,1498.4585825659328
23175,"Dallas, TX",TX,2018-12-31,1242.914919810535,1,1,2018,12,47,1239.9443322225345
23176,"Houston, TX",TX,2018-12-31,1255.242338010352,0,1,2018,12,47,1256.253432134373
23177,"Washington, DC",VA,2018-12-31,1884.6504544790423,1,1,2018,12,47,1880.8209658763085
23178,"Philadelphia, PA",PA,2018-12-31,1390.0779984339129,0,1,2018,12,47,1389.056926686611
23179,"Miami, FL",FL,2018-12-31,1606.0163618513293,0,1,2018,12,47,1599.7438689931475
23180,"Atlanta, GA",GA,2018-12-31,1315.3362309971126,1,1,2018,12,47,1313.7669975182196
23181,"Boston, MA",MA,2018-12-31,2326.97822835346,0,1,2018,12,47,2317.1878563015757
23182,"Phoenix, AZ",AZ,2018-12-31,1092.5717844248936,1,1,2018,12,47,1090.0825677639646
23183,"San Francisco, CA",CA,2018-12-31,2684.8645775227674,0,1,2018,12,47,2690.735514003401
23184,"Riverside, CA",CA,2018-12-31,1522.800753245316,0,1,2018,12,47,1517.969921439081
23185,"Detroit, MI",MI,2018-12-31,966.37255716591,0,1,2018,12,47,975.6656862408764
23186,"Seattle, WA",WA,2018-12-31,1689.2865699109143,0,1,2018,12,47,1690.071734290787
23187,"Minneapolis, MN",MN,2018-12-31,1342.0023128375092,0,1,2018,12,47,1334.6509900496533
23188,"San Diego, CA",CA,2018-12-31,1938.8172840005116,0,1,2018,12,47,1936.3343109823425
23189,"Tampa, FL",FL,2018-12-31,1190.09134520832,1,1,2018,12,47,1190.6302510518406
23190,"Denver, CO",CO,2018-12-31,1488.3571632131948,1,1,2018,12,47,1488.209052616141
23201,"Las Vegas, NV",NV,2018-12-31,1091.66031968499,0,1,2018,12,47,1087.8252509633076
23665,"New York, NY",NY,2019-01-31,2419.4301108266586,0,1,2019,1,48,2419.536277177236
23666,"Los Angeles, CA",CA,2019-01-31,2152.6871746500246,0,1,2019,1,48,2149.580123154706
23667,"Chicago, IL",IL,2019-01-31,1512.415303207424,0,1,2019,1,48,1502.5886769783572
23668,"Dallas, TX",TX,2019-01-31,1241.9621060656086,1,1,2019,1,48,1242.914919810535
23669,"Houston, TX",TX,2019-01-31,1251.0628413406127,0,1,2019,1,48,1255.242338010352
23670,"Washington, DC",VA,2019-01-31,1888.038992880904,1,1,2019,1,48,1884.6504544790423
23671,"Philadelphia, PA",PA,2019-01-31,1395.1890455842924,0,1,2019,1,48,1390.0779984339129
23672,"Miami, FL",FL,2019-01-31,1609.3566318016049,0,1,2019,1,48,1606.0163618513293
23673,"Atlanta, GA",GA,2019-01-31,1318.0949940733733,1,1,2019,1,48,1315.3362309971126
23674,"Boston, MA",MA,2019-01-31,2351.114116428381,0,1,2019,1,48,2326.97822835346
23675,"Phoenix, AZ",AZ,2019-01-31,1097.1038460470504,1,1,2019,1,48,1092.5717844248936
23676,"San Francisco, CA",CA,2019-01-31,2687.857270670264,0,1,2019,1,48,2684.8645775227674
23677,"Riverside, CA",CA,2019-01-31,1528.1248447517405,0,1,2019,1,48,1522.800753245316
23678,"Detroit, MI",MI,2019-01-31,978.6625835542396,0,1,2019,1,48,966.37255716591
23679,"Seattle, WA",WA,2019-01-31,1694.7161304154388,0,1,2019,1,48,1689.2865699109143
23680,"Minneapolis, MN",MN,2019-01-31,1346.9142702752258,0,1,2019,1,48,1342.0023128375092
23681,"San Diego, CA",CA,2019-01-31,1940.7827188801784,0,1,2019,1,48,1938.8172840005116
23682,"Tampa, FL",FL,2019-01-31,1192.337810861232,1,1,2019,1,48,1190.09134520832
23683,"Denver, CO",CO,2019-01-31,1491.6482821955788,1,1,2019,1,48,1488.3571632131948
23694,"Las Vegas, NV",NV,2019-01-31,1097.6336416436372,0,1,2019,1,48,1091.66031968499
24158,"New York, NY",NY,2019-02-28,2427.542119858171,0,1,2019,2,49,2419.4301108266586
24159,"Los Angeles, CA",CA,2019-02-28,2158.0057654899138,0,1,2019,2,49,2152.6871746500246
24160,"Chicago, IL",IL,2019-02-28,1523.7059676187512,0,1,2019,2,49,1512.415303207424
24161,"Dallas, TX",TX,2019-02-28,1244.128984163097,1,1,2019,2,49,1241.9621060656086
24162,"Houston, TX",TX,2019-02-28,1246.1965215658502,0,1,2019,2,49,1251.0628413406127
24163,"Washington, DC",VA,2019-02-28,1890.9014206787003,1,1,2019,2,49,1888.038992880904
24164,"Philadelphia, PA",PA,2019-02-28,1401.891670113548,0,1,2019,2,49,1395.1890455842924
24165,"Miami, FL",FL,2019-02-28,1607.159563210529,0,1,2019,2,49,1609.3566318016049
24166,"Atlanta, GA",GA,2019-02-28,1327.0430897279036,1,1,2019,2,49,1318.0949940733733
24167,"Boston, MA",MA,2019-02-28,2376.2701245571707,0,1,2019,2,49,2351.114116428381
24168,"Phoenix, AZ",AZ,2019-02-28,1103.6209571440054,1,1,2019,2,49,1097.1038460470504
24169,"San Francisco, CA",CA,2019-02-28,2695.2622968228675,0,1,2019,2,49,2687.857270670264
24170,"Riverside, CA",CA,2019-02-28,1538.3905100293264,0,1,2019,2,49,1528.1248447517405
24171,"Detroit, MI",MI,2019-02-28,994.9108510974633,0,1,2019,2,49,978.6625835542396
24172,"Seattle, WA",WA,2019-02-28,1702.6944033799468,0,1,2019,2,49,1694.7161304154388
24173,"Minneapolis, MN",MN,2019-02-28,1350.037290821227,0,1,2019,2,49,1346.9142702752258
24174,"San Diego, CA",CA,2019-02-28,1945.5948143987173,0,1,2019,2,49,1940.7827188801784
24175,"Tampa, FL",FL,2019-02-28,1191.4628542600465,1,1,2019,2,49,1192.337810861232
24176,"Denver, CO",CO,2019-02-28,1499.0511247803188,1,1,2019,2,49,1491.6482821955788
24187,"Las Vegas, NV",NV,2019-02-28,1097.977457972963,0,1,2019,2,49,1097.6336416436372
24651,"New York, NY",NY,2019-03-31,2441.4008362350687,0,1,2019,3,50,2427.542119858171
24652,"Los Angeles, CA",CA,2019-03-31,2168.351355168196,0,1,2019,3,50,2158.0057654899138
24653,"Chicago, IL",IL,2019-03-31,1537.5371140632851,0,1,2019,3,50,1523.7059676187512
24654,"Dallas, TX",TX,2019-03-31,1255.5603994990954,1,1,2019,3,50,1244.128984163097
24655,"Houston, TX",TX,2019-03-31,1251.2283262573883,0,1,2019,3,50,1246.1965215658502
24656,"Washington, DC",VA,2019-03-31,1897.3639158681908,1,1,2019,3,50,1890.9014206787003
24657,"Philadelphia, PA",PA,2019-03-31,1418.4661108769913,0,1,2019,3,50,1401.891670113548
24658,"Miami, FL",FL,2019-03-31,1609.9329029129162,0,1,2019,3,50,1607.159563210529
24659,"Atlanta, GA",GA,2019-03-31,1340.024446722001,1,1,2019,3,50,1327.0430897279036
24660,"Boston, MA",MA,2019-03-31,2395.9862416052533,0,1,2019,3,50,2376.2701245571707
24661,"Phoenix, AZ",AZ,2019-03-31,1113.581150506986,1,1,2019,3,50,1103.6209571440054
24662,"San Francisco, CA",CA,2019-03-31,2706.572591579005,0,1,2019,3,50,2695.2622968228675
24663,"Riverside, CA",CA,2019-03-31,1551.5234362654787,0,1,2019,3,50,1538.3905100293264
24664,"Detroit, MI",MI,2019-03-31,1009.6584577408028,0,1,2019,3,50,994.9108510974633
24665,"Seattle, WA",WA,2019-03-31,1713.310066262531,0,1,2019,3,50,1702.6944033799468
24666,"Minneapolis, MN",MN,2019-03-31,1365.4102791947869,0,1,2019,3,50,1350.037290821227
24667,"San Diego, CA",CA,2019-03-31,1947.3069540241368,0,1,2019,3,50,1945.5948143987173
24668,"Tampa, FL",FL,2019-03-31,1198.4837112495356,1,1,2019,3,50,1191.4628542600465
24669,"Denver, CO",CO,2019-03-31,1509.6110855243808,1,1,2019,3,50,1499.0511247803188
24680,"Las Vegas, NV",NV,2019-03-31,1104.3487694678363,0,1,2019,3,50,1097.977457972963
25144,"New York, NY",NY,2019-04-30,2459.868928554456,0,1,2019,4,51,2441.4008362350687
25145,"Los Angeles, CA",CA,2019-04-30,2178.623910465934,0,1,2019,4,51,2168.351355168196
25146,"Chicago, IL",IL,2019-04-30,1550.2667428283733,0,1,2019,4,51,1537.5371140632851
25147,"Dallas, TX",TX,2019-04-30,1263.8196336165568,1,1,2019,4,51,1255.5603994990954
25148,"Houston, TX",TX,2019-04-30,1252.762084486683,0,1,2019,4,51,1251.2283262573883
25149,"Washington, DC",VA,2019-04-30,1907.791114233499,1,1,2019,4,51,1897.3639158681908
25150,"Philadelphia, PA",PA,2019-04-30,1430.2546058282533,0,1,2019,4,51,1418.4661108769913
25151,"Miami, FL",FL,2019-04-30,1609.3147448448271,0,1,2019,4,51,1609.9329029129162
25152,"Atlanta, GA",GA,2019-04-30,1347.4074648557169,1,1,2019,4,51,1340.024446722001
25153,"Boston, MA",MA,2019-04-30,2409.7260370894887,0,1,2019,4,51,2395.9862416052533
25154,"Phoenix, AZ",AZ,2019-04-30,1124.3572165642931,1,1,2019,4,51,1113.581150506986
25155,"San Francisco, CA",CA,2019-04-30,2713.203544477392,0,1,2019,4,51,2706.572591579005
25156,"Riverside, CA",CA,2019-04-30,1564.5844615657754,0,1,2019,4,51,1551.5234362654787
25157,"Detroit, MI",MI,2019-04-30,1008.4019458989736,0,1,2019,4,51,1009.6584577408028
25158,"Seattle, WA",WA,2019-04-30,1730.472098722894,0,1,2019,4,51,1713.310066262531
25159,"Minneapolis, MN",MN,2019-04-30,1377.4193034801249,0,1,2019,4,51,1365.4102791947869
25160,"San Diego, CA",CA,2019-04-30,1955.857409285092,0,1,2019,4,51,1947.3069540241368
25161,"Tampa, FL",FL,2019-04-30,1206.0075394746334,1,1,2019,4,51,1198.4837112495356
25162,"Denver, CO",CO,2019-04-30,1523.6904743914265,1,1,2019,4,51,1509.6110855243808
25173,"Las Vegas, NV",NV,2019-04-30,1110.7137815288374,0,1,2019,4,51,1104.3487694678363
25637,"New York, NY",NY,2019-05-31,2480.683959106903,0,1,2019,5,52,2459.868928554456
25638,"Los Angeles, CA",CA,2019-05-31,2187.713424104898,0,1,2019,5,52,2178.623910465934
25639,"Chicago, IL",IL,2019-05-31,1562.680424862708,0,1,2019,5,52,1550.2667428283733
25640,"Dallas, TX",TX,2019-05-31,1271.458361747372,1,1,2019,5,52,1263.8196336165568
25641,"Houston, TX",TX,2019-05-31,1259.7137684568368,0,1,2019,5,52,1252.762084486683
25642,"Washington, DC",VA,2019-05-31,1924.028380390546,1,1,2019,5,52,1907.791114233499
25643,"Philadelphia, PA",PA,2019-05-31,1436.8674720106535,0,1,2019,5,52,1430.2546058282533
25644,"Miami, FL",FL,2019-05-31,1616.596570865997,0,1,2019,5,52,1609.3147448448271
25645,"Atlanta, GA",GA,2019-05-31,1352.4041705595496,1,1,2019,5,52,1347.4074648557169
25646,"Boston, MA",MA,2019-05-31,2425.033841713004,0,1,2019,5,52,2409.7260370894887
25647,"Phoenix, AZ",AZ,2019-05-31,1136.2378859437597,1,1,2019,5,52,1124.3572165642931
25648,"San Francisco, CA",CA,2019-05-31,2727.339176301487,0,1,2019,5,52,2713.203544477392
25649,"Riverside, CA",CA,2019-05-31,1571.333106257661,0,1,2019,5,52,1564.5844615657754
25650,"Detroit, MI",MI,2019-05-31,1015.821197080052,0,1,2019,5,52,1008.4019458989736
25651,"Seattle, WA",WA,2019-05-31,1745.305930174508,0,1,2019,5,52,1730.472098722894
25652,"Minneapolis, MN",MN,2019-05-31,1391.2856251626497,0,1,2019,5,52,1377.4193034801249
25653,"San Diego, CA",CA,2019-05-31,1969.435062935372,0,1,2019,5,52,1955.857409285092
25654,"Tampa, FL",FL,2019-05-31,1214.5354449884455,1,1,2019,5,52,1206.0075394746334
25655,"Denver, CO",CO,2019-05-31,1538.7973453422562,1,1,2019,5,52,1523.6904743914265
25666,"Las Vegas, NV",NV,2019-05-31,1123.4438720136973,0,1,2019,5,52,1110.7137815288374
26130,"New York, NY",NY,2019-06-30,2504.2246090189965,0,1,2019,6,53,2480.683959106903
26131,"Los Angeles, CA",CA,2019-06-30,2197.4992510860834,0,1,2019,6,53,2187.713424104898
26132,"Chicago, IL",IL,2019-06-30,1568.7524922160228,0,1,2019,6,53,1562.680424862708
26133,"Dallas, TX",TX,2019-06-30,1279.4890899567456,1,1,2019,6,53,1271.458361747372
26134,"Houston, TX",TX,2019-06-30,1265.152164680442,0,1,2019,6,53,1259.7137684568368
26135,"Washington, DC",VA,2019-06-30,1937.533254762998,1,1,2019,6,53,1924.028380390546
26136,"Philadelphia, PA",PA,2019-06-30,1444.2594045991084,0,1,2019,6,53,1436.8674720106535
26137,"Miami, FL",FL,2019-06-30,1622.9139679761363,0,1,2019,6,53,1616.596570865997
26138,"Atlanta, GA",GA,2019-06-30,1359.6778240120293,1,1,2019,6,53,1352.4041705595496
26139,"Boston, MA",MA,2019-06-30,2438.490851855466,0,1,2019,6,53,2425.033841713004
26140,"Phoenix, AZ",AZ,2019-06-30,1147.9834878406427,1,1,2019,6,53,1136.2378859437597
26141,"San Francisco, CA",CA,2019-06-30,2744.095523419628,0,1,2019,6,53,2727.339176301487
26142,"Riverside, CA",CA,2019-06-30,1576.650443461991,0,1,2019,6,53,1571.333106257661
26143,"Detroit, MI",MI,2019-06-30,1022.589237373776,0,1,2019,6,53,1015.821197080052
26144,"Seattle, WA",WA,2019-06-30,1763.590329452804,0,1,2019,6,53,1745.305930174508
26145,"Minneapolis, MN",MN,2019-06-30,1394.9146938201586,0,1,2019,6,53,1391.2856251626497
26146,"San Diego, CA",CA,2019-06-30,1986.221068700644,0,1,2019,6,53,1969.435062935372
26147,"Tampa, FL",FL,2019-06-30,1224.7037330596895,1,1,2019,6,53,1214.5354449884455
26148,"Denver, CO",CO,2019-06-30,1549.36571858139,1,1,2019,6,53,1538.7973453422562
26159,"Las Vegas, NV",NV,2019-06-30,1133.6888161019167,0,1,2019,6,53,1123.4438720136973
26623,"New York, NY",NY,2019-07-31,2521.4337107772994,0,1,2019,7,54,2504.2246090189965
26624,"Los Angeles, CA",CA,2019-07-31,2204.917953403693,0,1,2019,7,54,2197.4992510860834
26625,"Chicago, IL",IL,2019-07-31,1571.897534605821,0,1,2019,7,54,1568.7524922160228
26626,"Dallas, TX",TX,2019-07-31,1284.6549651444552,1,1,2019,7,54,1279.4890899567456
26627,"Houston, TX",TX,2019-07-31,1270.002261605738,0,1,2019,7,54,1265.152164680442
26628,"Washington, DC",VA,2019-07-31,1945.6623885636768,1,1,2019,7,54,1937.533254762998
26629,"Philadelphia, PA",PA,2019-07-31,1448.1713237731594,0,1,2019,7,54,1444.2594045991084
26630,"Miami, FL",FL,2019-07-31,1629.4122974625834,0,1,2019,7,54,1622.9139679761363
26631,"Atlanta, GA",GA,2019-07-31,1363.846967090302,1,1,2019,7,54,1359.6778240120293
26632,"Boston, MA",MA,2019-07-31,2447.2337319156704,0,1,2019,7,54,2438.490851855466
26633,"Phoenix, AZ",AZ,2019-07-31,1156.7742719234927,1,1,2019,7,54,1147.9834878406427
26634,"San Francisco, CA",CA,2019-07-31,2766.8819777872773,0,1,2019,7,54,2744.095523419628
26635,"Riverside, CA",CA,2019-07-31,1584.91447451251,0,1,2019,7,54,1576.650443461991
26636,"Detroit, MI",MI,2019-07-31,1031.9180077638132,0,1,2019,7,54,1022.589237373776
26637,"Seattle, WA",WA,2019-07-31,1778.135431573465,0,1,2019,7,54,1763.590329452804
26638,"Minneapolis, MN",MN,2019-07-31,1394.222813492099,0,1,2019,7,54,1394.9146938201586
26639,"San Diego, CA",CA,2019-07-31,2002.4752932457195,0,1,2019,7,54,1986.221068700644
26640,"Tampa, FL",FL,2019-07-31,1232.127124464771,1,1,2019,7,54,1224.7037330596895
26641,"Denver, CO",CO,2019-07-31,1555.1612780069524,1,1,2019,7,54,1549.36571858139
26652,"Las Vegas, NV",NV,2019-07-31,1140.8248617840304,0,1,2019,7,54,1133.6888161019167
27116,"New York, NY",NY,2019-08-31,2531.358398362442,0,1,2019,8,55,2521.4337107772994
27117,"Los Angeles, CA",CA,2019-08-31,2215.7349417665077,0,1,2019,8,55,2204.917953403693
27118,"Chicago, IL",IL,2019-08-31,1570.479384302101,0,1,2019,8,55,1571.897534605821
27119,"Dallas, TX",TX,2019-08-31,1287.3040193632198,1,1,2019,8,55,1284.6549651444552
27120,"Houston, TX",TX,2019-08-31,1269.805292609104,0,1,2019,8,55,1270.002261605738
27121,"Washington, DC",VA,2019-08-31,1943.6048971833989,1,1,2019,8,55,1945.6623885636768
27122,"Philadelphia, PA",PA,2019-08-31,1448.4657174097133,0,1,2019,8,55,1448.1713237731594
27123,"Miami, FL",FL,2019-08-31,1630.784472102879,0,1,2019,8,55,1629.4122974625834
27124,"Atlanta, GA",GA,2019-08-31,1368.9109555484267,1,1,2019,8,55,1363.846967090302
27125,"Boston, MA",MA,2019-08-31,2438.5136203300635,0,1,2019,8,55,2447.2337319156704
27126,"Phoenix, AZ",AZ,2019-08-31,1162.5906780418843,1,1,2019,8,55,1156.7742719234927
27127,"San Francisco, CA",CA,2019-08-31,2776.715451312385,0,1,2019,8,55,2766.8819777872773
27128,"Riverside, CA",CA,2019-08-31,1593.905827442547,0,1,2019,8,55,1584.91447451251
27129,"Detroit, MI",MI,2019-08-31,1032.9595843672982,0,1,2019,8,55,1031.9180077638132
27130,"Seattle, WA",WA,2019-08-31,1784.2207023662638,0,1,2019,8,55,1778.135431573465
27131,"Minneapolis, MN",MN,2019-08-31,1389.9067998255985,0,1,2019,8,55,1394.222813492099
27132,"San Diego, CA",CA,2019-08-31,2013.9440216257876,0,1,2019,8,55,2002.4752932457195
27133,"Tampa, FL",FL,2019-08-31,1239.3255444311303,1,1,2019,8,55,1232.127124464771
27134,"Denver, CO",CO,2019-08-31,1552.7522599749911,1,1,2019,8,55,1555.1612780069524
27145,"Las Vegas, NV",NV,2019-08-31,1140.842004180948,0,1,2019,8,55,1140.8248617840304
27609,"New York, NY",NY,2019-09-30,2532.613754377759,0,1,2019,9,56,2531.358398362442
27610,"Los Angeles, CA",CA,2019-09-30,2220.795554460768,0,1,2019,9,56,2215.7349417665077
27611,"Chicago, IL",IL,2019-09-30,1565.179914676419,0,1,2019,9,56,1570.479384302101
27612,"Dallas, TX",TX,2019-09-30,1284.5480264366429,1,1,2019,9,56,1287.3040193632198
27613,"Houston, TX",TX,2019-09-30,1264.431627760754,0,1,2019,9,56,1269.805292609104
27614,"Washington, DC",VA,2019-09-30,1939.6015619477791,1,1,2019,9,56,1943.6048971833989
27615,"Philadelphia, PA",PA,2019-09-30,1443.3191901794364,0,1,2019,9,56,1448.4657174097133
27616,"Miami, FL",FL,2019-09-30,1634.3851863185978,0,1,2019,9,56,1630.784472102879
27617,"Atlanta, GA",GA,2019-09-30,1366.6703079038346,1,1,2019,9,56,1368.9109555484267
27618,"Boston, MA",MA,2019-09-30,2425.878472322061,0,1,2019,9,56,2438.5136203300635
27619,"Phoenix, AZ",AZ,2019-09-30,1164.504658294963,1,1,2019,9,56,1162.5906780418843
27620,"San Francisco, CA",CA,2019-09-30,2769.0422152129686,0,1,2019,9,56,2776.715451312385
27621,"Riverside, CA",CA,2019-09-30,1597.3791015602765,0,1,2019,9,56,1593.905827442547
27622,"Detroit, MI",MI,2019-09-30,1025.3165618574428,0,1,2019,9,56,1032.9595843672982
27623,"Seattle, WA",WA,2019-09-30,1778.672441954788,0,1,2019,9,56,1784.2207023662638
27624,"Minneapolis, MN",MN,2019-09-30,1385.0943986435957,0,1,2019,9,56,1389.9067998255985
27625,"San Diego, CA",CA,2019-09-30,2012.216136090072,0,1,2019,9,56,2013.9440216257876
27626,"Tampa, FL",FL,2019-09-30,1240.8953368825253,1,1,2019,9,56,1239.3255444311303
27627,"Denver, CO",CO,2019-09-30,1547.3344877050913,1,1,2019,9,56,1552.7522599749911
27638,"Las Vegas, NV",NV,2019-09-30,1139.700944526932,0,1,2019,9,56,1140.842004180948
28102,"New York, NY",NY,2019-10-31,2524.759955290968,0,1,2019,10,57,2532.613754377759
28103,"Los Angeles, CA",CA,2019-10-31,2223.751947554931,0,1,2019,10,57,2220.795554460768
28104,"Chicago, IL",IL,2019-10-31,1557.141012561165,0,1,2019,10,57,1565.179914676419
28105,"Dallas, TX",TX,2019-10-31,1280.391844893123,1,1,2019,10,57,1284.5480264366429
28106,"Houston, TX",TX,2019-10-31,1262.8662085374488,0,1,2019,10,57,1264.431627760754
28107,"Washington, DC",VA,2019-10-31,1928.005813980164,1,1,2019,10,57,1939.6015619477791
28108,"Philadelphia, PA",PA,2019-10-31,1439.5810309762433,0,1,2019,10,57,1443.3191901794364
28109,"Miami, FL",FL,2019-10-31,1642.2911937851616,0,1,2019,10,57,1634.3851863185978
28110,"Atlanta, GA",GA,2019-10-31,1363.77929326892,1,1,2019,10,57,1366.6703079038346
28111,"Boston, MA",MA,2019-10-31,2406.454691707425,0,1,2019,10,57,2425.878472322061
28112,"Phoenix, AZ",AZ,2019-10-31,1165.477459064187,1,1,2019,10,57,1164.504658294963
28113,"San Francisco, CA",CA,2019-10-31,2753.2290002931377,0,1,2019,10,57,2769.0422152129686
28114,"Riverside, CA",CA,2019-10-31,1594.539290093771,0,1,2019,10,57,1597.3791015602765
28115,"Detroit, MI",MI,2019-10-31,1023.385907803888,0,1,2019,10,57,1025.3165618574428
28116,"Seattle, WA",WA,2019-10-31,1765.5437360492435,0,1,2019,10,57,1778.672441954788
28117,"Minneapolis, MN",MN,2019-10-31,1385.5090158396526,0,1,2019,10,57,1385.0943986435957
28118,"San Diego, CA",CA,2019-10-31,2013.3013436621247,0,1,2019,10,57,2012.216136090072
28119,"Tampa, FL",FL,2019-10-31,1240.3861945243782,1,1,2019,10,57,1240.8953368825253
28120,"Denver, CO",CO,2019-10-31,1541.8717334200037,1,1,2019,10,57,1547.3344877050913
28131,"Las Vegas, NV",NV,2019-10-31,1139.432655681627,0,1,2019,10,57,1139.700944526932
28595,"New York, NY",NY,2019-11-30,2512.181822100328,0,1,2019,11,58,2524.759955290968
28596,"Los Angeles, CA",CA,2019-11-30,2223.516111132032,0,1,2019,11,58,2223.751947554931
28597,"Chicago, IL",IL,2019-11-30,1549.8457283214393,0,1,2019,11,58,1557.141012561165
28598,"Dallas, TX",TX,2019-11-30,1275.0741080558455,1,1,2019,11,58,1280.391844893123
28599,"Houston, TX",TX,2019-11-30,1261.6562288934117,0,1,2019,11,58,1262.8662085374488
28600,"Washington, DC",VA,2019-11-30,1919.5109754278053,1,1,2019,11,58,1928.005813980164
28601,"Philadelphia, PA",PA,2019-11-30,1438.6698598785397,0,1,2019,11,58,1439.5810309762433
28602,"Miami, FL",FL,2019-11-30,1655.9257508579265,0,1,2019,11,58,1642.2911937851616
