Title,Address,Price,Beds,Phone
"710 Spadina Ave
710 Spadina Ave, Toronto, ON M5S 2J2","710 Spadina Ave, Toronto, ON M5S 2J2",No Price,No Bed Info,No Phone
"135 Earl Pl
135 Earl Pl, Toronto, ON M4Y 1M4","135 Earl Pl, Toronto, ON M4Y 1M4",No Price,No Bed Info,No Phone
"103 Spadina Rd
103 Spadina Rd, Toronto, ON M5R 2T1","103 Spadina Rd, Toronto, ON M5R 2T1",No Price,No Bed Info,No Phone
